id,articulo,descripcion
54621,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
60389,TRITURADORA PLASTICO GRIS,
60845,PANTALLA LED,32 PLG PLASTICO NEGRO
60854,PANTALLA LED,32 PLG PLASTICO NEGRO
61455,PERCHERO MADERA COLOR CAFE,
61788,PERCHERO MADERA COLOR CEREZO,
61789,PERCHERO MADERA COLOR CEREZO,
73222,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
76297,SILLA SECRETARIAL,ERGONOMICA RESPALDO EN MALLA DE TELA ACRILICA NEGRO BASE DE ESTRELLA CON RODAJAS
76298,SILLA SECRETARIAL,ERGONOMICA RESPALDO EN MALLA DE TELA ACRILICA NEGRO BASE DE ESTRELLA CON RODAJAS
76299,SILLA SECRETARIAL,ERGONOMICA RESPALDO EN MALLA DE TELA ACRILICA NEGRO BASE DE ESTRELLA CON RODAJAS
76300,SILLA SECRETARIAL,ERGONOMICA RESPALDO EN MALLA DE TELA ACRILICA NEGRO BASE DE ESTRELLA CON RODAJAS
76301,SILLA SECRETARIAL,ERGONOMICA RESPALDO EN MALLA DE TELA ACRILICA NEGRO BASE DE ESTRELLA CON RODAJAS
76302,SILLA SECRETARIAL,ERGONOMICA RESPALDO EN MALLA DE TELA ACRILICA NEGRO BASE DE ESTRELLA CON RODAJAS
3684,PERCHERO MADERA,CAFE
4189,PERCHERO,MADERA VINO
5629,LIBRERO,5 ENTRE PAÑOS MADERA VINO
30311,ARCHIVERO MADERA,HORIZONTAL 5 GAVETAS NEGRO
33528,MESA MULTIUSOS,MADERA VINO
40749,LIBRERO MADERA,CAFE 2 ENTREPAÑOS 2 PUERTAS
54357,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54622,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA"
54623,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54624,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54625,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54626,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54627,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54628,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54629,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54630,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES."
54631,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54633,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54639,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54640,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54641,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54642,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
60258,GUILLOTINA DE 35 X 30 CM MADERA CAFE,
60395,TRITURADORA PLASTICO GRIS,
60864,PANTALLA LED,32 PLG PLASTICO NEGRO
60905,PANTALLA LED,32 PLG PLASTICO NEGRO
73223,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
17870,SILLA SECRETARIAL,PLIANA NEGRO
29926,LIBRERO,CON PUERTA FORMAICA NEGRO
38941,ANAQUEL MADERA,12 ENTREPAÑOS NEGRO
38942,ANAQUEL MADERA,36 ENTREPAÑOS NEGRO
20480,MODULO DE RECEPCION,MADERA CAFE
62338,SILLA DE VISITA PLASTICO NEGRO,
61592,SILLA FIJA PLASTICO NEGRO,
6555,MESA MULTIUSOS,MADERA CAFE
8241,TRITURADORA,DE PAPEL PLASTICO GRIS
10638,CREDENZA,MADERA NEGRO
11173,MESA MULTIUSOS,MADERA CAFE
17358,LIBRERO,3 ENTREPAÑOS MADERA NEGRO
18165,PERCHERO,MADERA VINO
20071,PERCHERO,MADERA VINO
33268,MESA DE JUNTAS,MADERA VINO
33281,MESA DE TRABAJO,MADERA VINO
34126,ESCRITORIO EN ESCUADRA,MADERA VINO
48455,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
48920,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
48924,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
48925,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54644,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54646,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54647,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54648,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54650,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54652,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54654,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54660,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54661,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54662,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
60908,PANTALLA LED,32 PLG PLASTICO NEGRO
60988,PANTALLA LED,32 PLG PLASTICO NEGRO
65230,GUILLOTINA,MADERA
73224,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
10050,PERCHERO,MADERA NEGRO
32089,MESA MULTIUSOS,MADERA NEGRO
32791,SOFA 2 PLAZAS,PIEL NEGRO
39927,LIBRERO,2 ENTREPAÑOS 2 PUERTAS MADERA VINO
54349,SILLA ZAS FIJA,"RESPALDO Y ASIENTO EN POLIPROPILENO NEGRO, BASE DE CUATRO PUNTAS METALICA PINTADA Y BRAZOS FIJOS."
54664,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA"
54665,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54666,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54667,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54669,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54670,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54671,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54672,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES."
54673,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54675,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54681,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54682,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54683,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54684,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
55477,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
55481,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
60840,PANTALLA LED,32 PLG PLASTICO NEGRO
60932,PANTALLA LED,32 PLG PLASTICO NEGRO
66122,GUILLOTINA,MADERA GRIS
73225,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
14151,ARCHIVERO MADERA,CAFE 2 CAJONES 1 GAVETA
27724,MESA DE TRABAJO,MADERA CAFE
28180,MESA MULTIUSOS,MADERA CAFE
33836,GUILLOTINA,45X30 CM
54451,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54685,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA"
54686,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54693,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES."
54694,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54696,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54702,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54703,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54704,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
56274,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
60862,PANTALLA LED,32 PLG PLASTICO NEGRO
60907,PANTALLA LED,32 PLG PLASTICO NEGRO
61420,"SILLA FIJA, RESPALDO DE MALLA, ASIENTO DE TELA, NEGRO. ESTRUCTURA META",
61421,"SILLA FIJA, RESPALDO DE MALLA, ASIENTO DE TELA, NEGRO. ESTRUCTURA META",
61422,"SILLA FIJA, RESPALDO DE MALLA, ASIENTO DE TELA, NEGRO. ESTRUCTURA META",
61423,"SILLA FIJA, RESPALDO DE MALLA, ASIENTO DE TELA, NEGRO. ESTRUCTURA META",
61424,"SILLA FIJA, RESPALDO DE MALLA, ASIENTO DE TELA, NEGRO. ESTRUCTURA META",
61425,"SILLA FIJA, RESPALDO DE MALLA, ASIENTO DE TELA, NEGRO. ESTRUCTURA META",
61693,PERCHERO MADERA CEREZO,
61747,TRITURADORA DE DOCUMENTOS,
62507,LIBRERO 2 ENTREPAÑOS 2 PUERTAS MADERA CAFE,
62508,LIBRERO 2 ENTREPAÑOS 2 PUERTAS MADERA CAFE,
63641,PERCHERO MADERA,CAFE
64185,VENTILADOR DE TORRE,PLASTICO PLATEADO
66235,LIBRERO,5 ENTREPAÑOS MADERA CAFE
73226,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
4428,PERCHERO MADERA,MADERA VINO
32793,SOFA 2 PLAZAS,PIEL COLOR NEGRO
34883,ARCHIVERO MIXTO,HORIZONTAL 3 GAVETAS VINO
39408,LIBRERO,5 ENTREPAÑOS MADERA CAFE
39559,ARCHIVERO MADERA,HORIZONTAL 3 GAVETAS VINO
54707,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA"
54708,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54709,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54710,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54711,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54712,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54713,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54714,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54715,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES."
54716,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54718,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54724,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54725,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54726,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54727,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
60871,PANTALLA LED,32 PLG PLASTICO NEGRO
60951,PANTALLA LED,32 PLG PLASTICO NEGRO
64785,LIBRERO,2 PUERTAS 4 ENTREPAÑOS MADERA VINO
73227,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
16266,SOFA 2 PLAZAS,VINIL NEGRO
27095,ARCHIVERO MADERA,3 GAVETAS FORMAICA NEGRO
28590,MESA DE COMPUTO,MADERA CAFE
29218,PERCHERO,MADERA VINO
37479,ARCHIVERO MADERA,2 CAJONES 1 GAVETA VINO
39270,LIBRERO MADERA,VINO 3 PUERTAS 2 ENTREPAÑOS
40109,SILLA SECRETARIAL,PLIANA NEGRO
54729,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA"
54730,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54731,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54732,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54735,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54736,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54737,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES."
54738,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54740,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54746,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54747,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54748,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
60957,PANTALLA LED,32 PLG PLASTICO NEGRO
60999,PANTALLA LED,32 PLG PLASTICO NEGRO
62858,VENTILADOR DE TORRE,PLASTICO GRIS
65542,LIBRERO,3 ENTREPAÑOS 2 PUERTAS MADERA CAFE
73228,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
74369,TRITURADORA DE DOCUMENTOS,"CORTE CRUZADO, USO RUDO, CON DISPLAY LCD"
33529,MESA DE COMPUTO,MADERA VINO
40886,SILLA APILABLE,PLASTICO NEGRO
2861,LIBRERO,3 ENTREPAÑOS MADERA VINO
3175,CREDENZA,4 CAJONES 1 GAVETA 1 ENTRREPAÑO MADERA VINO
3902,PERCHERO,MADERA VINO
5622,PERCHERO,MADERA VINO
7038,SILLON EJECUTIVO,PIEL CAFE
10139,PERCHERO MADERA,VINO
23510,SOFA 2 PLAZAS,PIEL NEGRO
31774,SILLON EJECUTIVO,PIEL NEGRO
53045,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54751,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54753,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54754,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54756,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54759,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54760,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54763,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA"
54768,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54770,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
